time,reg0,reg1
19.2,1,1
19.3,1,1
19.4,1,1
19.5,1,1
19.6,1,1
19.7,1,1
19.8,1,1
19.9,1,1
20.0,1,1
20.1,1,1
20.2,1,1
20.3,1,1
20.4,1,1
20.5,1,1
20.6,1,1
20.7,1,1
20.8,1,1
20.9,1,1
21.0,1,1
21.1,1,1
21.2,1,1
21.3,1,1
21.4,1,1
21.5,1,1
21.6,1,1
21.7,1,1
21.8,1,1
21.9,1,1
22.0,1,1
22.1,1,1
22.2,1,1
22.3,1,1
22.4,1,1
22.5,1,1
22.6,1,1
22.7,1,1
22.8,1,1
22.9,1,1
23.0,1,1
23.1,1,1
23.2,1,1
23.3,1,1
23.4,1,1
23.5,1,1
23.6,1,1
23.7,1,1
23.8,1,1
23.9,1,1
24.0,1,1
24.1,1,1
24.2,1,1
24.3,1,1
24.4,1,1
24.5,1,1
24.6,1,1
24.7,1,1
24.8,1,1
24.9,1,1
25.0,1,1
25.1,1,1
25.2,1,1
25.3,1,1
25.4,1,1
25.5,1,1
25.6,1,1
25.7,1,1
25.8,1,1
25.9,1,1
26.0,1,1
26.1,1,1
26.2,1,1
26.3,1,1
26.4,1,1
26.5,1,1
26.6,1,1
26.7,1,1
26.8,1,1
26.9,1,1
27.0,1,1
27.1,1,1
27.2,1,1
27.3,1,1
27.4,1,1
27.5,1,1
27.6,1,1
27.7,1,1
27.8,1,1
27.9,1,1
28.0,1,1
28.1,1,1
28.2,1,1
28.3,1,1
28.4,1,1
28.5,1,1
28.6,1,1
28.7,1,1
28.8,1,1
28.9,1,1
29.0,1,1
29.1,1,1
29.2,1,1
29.3,1,1
29.4,1,1
29.5,1,1
29.6,1,1
29.7,1,1
29.8,1,1
29.9,1,1
30.0,1,1
30.1,1,1
30.2,1,1
30.3,1,1
30.4,1,1
30.5,1,1
30.6,1,1
30.7,1,1
30.8,1,1
30.9,1,1
31.0,1,1
31.1,1,1
31.2,1,1
31.3,1,1
31.4,1,1
31.5,1,1
31.6,1,1
31.7,1,1
31.8,1,1
31.9,1,1
32.0,1,1
32.1,1,1
32.2,1,1
32.3,1,1
32.4,1,1
32.5,1,1
32.6,1,1
32.7,1,1
32.8,1,1
32.9,1,1
33.0,1,1
33.1,1,1
33.2,1,1
33.3,1,1
33.4,1,1
33.5,1,1
33.6,1,1
33.7,1,1
33.8,1,1
33.9,1,1
34.0,1,1
34.1,1,1
34.2,1,1
34.3,1,1
34.4,1,1
34.5,1,1
34.6,1,1
34.7,1,1
34.8,1,1
34.9,1,1
35.0,1,1
35.1,1,1
35.2,1,1
35.3,1,1
35.4,1,1
35.5,1,1
35.6,1,1
35.7,1,1
35.8,1,1
35.9,1,1
36.0,1,1
36.1,1,1
36.2,1,1
36.3,1,1
36.4,1,1
36.5,1,1
36.6,1,1
36.7,1,1
36.8,1,1
36.9,1,1
37.0,1,1
37.1,1,1
37.2,1,1
37.3,1,1
37.4,1,1
37.5,1,1
37.6,1,1
37.7,1,1
37.8,1,1
37.9,1,1
38.0,1,1
38.1,1,1
38.2,1,1
38.3,1,1
38.4,1,1
38.5,1,1
38.6,1,1
38.7,1,1
38.8,1,1
38.9,1,1
39.0,1,1
39.1,1,1
39.2,1,1
39.3,1,1
39.4,1,1
39.5,1,1
39.6,1,1
39.7,1,1
39.8,1,1
39.9,1,1
40.0,1,1
40.1,1,1
40.2,1,1
40.3,1,1
40.4,1,1
40.5,1,1
40.6,1,1
40.7,1,1
40.8,1,1
40.9,1,1
41.0,1,1
41.1,1,1
41.2,1,1
41.3,1,1
41.4,1,1
41.5,1,1
41.6,1,1
41.7,1,1
41.8,1,1
41.9,1,1
42.0,1,1
42.1,1,1
42.2,1,1
42.3,1,1
42.4,1,1
42.5,1,1
42.6,1,1
42.7,1,1
42.8,1,1
42.9,1,1
43.0,1,1
43.1,1,1
43.2,1,1
43.3,1,1
43.4,1,1
43.5,1,1
43.6,1,1
43.7,1,1
43.8,1,1
43.9,1,1
44.0,1,1
44.1,1,1
44.2,1,1
44.3,1,1
44.4,1,1
44.5,1,1
44.6,1,1
44.7,1,1
44.8,1,1
44.9,1,1
45.0,1,1
45.1,1,1
45.2,1,1
45.3,1,1
45.4,1,1
45.5,1,1
45.6,1,1
45.7,1,1
45.8,1,1
45.9,1,1
46.0,1,1
46.1,1,1
46.2,1,1
46.3,1,1
46.4,1,1
46.5,1,1
46.6,1,1
46.7,1,1
46.8,1,1
46.9,1,1
47.0,1,1
47.1,1,1
47.2,1,1
47.3,1,1
47.4,1,1
47.5,1,1
47.6,1,1
47.7,1,1
47.8,1,1
47.9,1,1
48.0,1,1
48.1,1,1
48.2,1,1
48.3,1,1
48.4,1,1
48.5,1,1
48.6,1,1
48.7,1,1
48.8,1,1
48.9,1,1
49.0,1,1
49.1,1,1
49.2,1,1
49.3,1,1
49.4,1,1
49.5,1,1
49.6,1,1
49.7,1,1
49.8,1,1
49.9,1,1
50.0,1,1
50.1,1,1
50.2,1,1
50.3,1,1
50.4,1,1
50.5,1,1
50.6,1,1
50.7,1,1
50.8,1,1
50.9,1,1
51.0,1,1
51.1,1,1
51.2,1,1
51.3,1,1
51.4,1,1
51.5,1,1
51.6,1,1
51.7,1,1
51.8,1,1
51.9,1,1
52.0,1,1
52.1,1,1
52.2,1,1
52.3,1,1
52.4,1,1
52.5,1,1
52.6,1,1
52.7,1,1
52.8,1,1
52.9,1,1
53.0,1,1
53.1,1,1
53.2,1,1
53.3,1,1
53.4,1,1
53.5,1,1
53.6,1,1
53.7,1,1
53.8,1,1
53.9,1,1
54.0,1,1
54.1,1,1
54.2,1,1
54.3,1,1
54.4,1,1
54.5,1,1
54.6,1,1
54.7,1,1
54.8,1,1
54.9,1,1
55.0,1,1
55.1,1,1
55.2,1,1
55.3,1,1
55.4,1,1
55.5,1,1
55.6,1,1
55.7,1,1
55.8,1,1
55.9,1,1
56.0,1,1
56.1,1,1
56.2,1,1
56.3,1,1
56.4,1,1
56.5,1,1
56.6,1,1
56.7,1,1
56.8,1,1
56.9,1,1
57.0,1,1
57.1,1,1
57.2,1,1
57.3,1,1
57.4,1,1
57.5,1,1
57.6,1,1
57.7,1,1
57.8,1,1
57.9,1,1
58.0,1,1
58.1,1,1
58.2,1,1
58.3,1,1
58.4,1,1
58.5,1,1
58.6,1,1
58.7,1,1
58.8,1,1
58.9,1,1
59.0,1,1
59.1,1,1
59.2,1,1
59.3,1,1
59.4,1,1
59.5,1,1
59.6,1,1
59.7,1,1
59.8,1,1
59.9,1,1
60.0,1,1
60.1,1,1
60.2,1,1
60.3,1,1
60.4,1,1
60.5,1,1
60.6,1,1
60.7,1,1
60.8,1,1
60.9,1,1
61.0,1,1
61.1,1,1
61.2,1,1
61.3,1,1
61.4,1,1
61.5,1,1
61.6,1,1
61.7,1,1
61.8,1,1
61.9,1,1
62.0,1,1
62.1,1,1
62.2,1,1
62.3,1,1
62.4,1,1
62.5,1,1
62.6,1,1
62.7,1,1
62.8,1,1
62.9,1,1
63.0,1,1
63.1,1,1
63.2,1,1
63.3,1,1
63.4,1,1
63.5,1,1
63.6,1,1
63.7,1,1
63.8,1,1
63.9,1,1
64.0,1,1
64.1,1,1
64.2,1,1
64.3,1,1
64.4,1,1
64.5,1,1
64.6,1,1
64.7,1,1
64.8,1,1
64.9,1,1
65.0,1,1
65.1,1,1
65.2,1,1
65.3,1,1
65.4,1,1
65.5,1,1
65.6,1,1
65.7,1,1
65.8,1,1
65.9,1,1
66.0,1,1
66.1,1,1
66.2,1,1
66.3,1,1
66.4,1,1
66.5,1,1
66.6,1,1
66.7,1,1
66.8,1,1
66.9,1,1
67.0,1,1
67.1,1,1
67.2,1,1
67.3,1,1
67.4,1,1
67.5,1,1
67.6,1,1
67.7,1,1
67.8,1,1
67.9,1,1
68.0,1,1
68.1,1,1
68.2,1,1
68.3,1,1
68.4,1,1
68.5,1,1
68.6,1,1
68.7,1,1
68.8,1,1
68.9,1,1
69.0,1,1
69.1,1,1
69.2,1,1
69.3,1,1
69.4,1,1
69.5,1,1
69.6,1,1
69.7,1,1
69.8,1,1
69.9,1,1
70.0,1,1
70.1,1,1
70.2,1,1
70.3,1,1
70.4,1,1
70.5,1,1
70.6,1,1
70.7,1,1
70.8,1,1
70.9,1,1
71.0,1,1
71.1,1,1
71.2,1,1
71.3,1,1
71.4,1,1
71.5,1,1
71.6,1,1
71.7,1,1
71.8,1,1
71.9,1,1
72.0,1,1
72.1,1,1
72.2,1,1
72.3,1,1
72.4,1,1
72.5,1,1
72.6,1,1
72.7,1,1
72.8,1,1
72.9,1,1
73.0,1,1
73.1,1,1
73.2,1,1
73.3,1,1
73.4,1,1
73.5,1,1
73.6,1,1
73.7,1,1
73.8,1,1
73.9,1,1
74.0,1,1
74.1,1,1
74.2,1,1
74.3,1,1
74.4,1,1
74.5,1,1
74.6,1,1
74.7,1,1
74.8,1,1
74.9,1,1
75.0,1,1
75.1,1,1
75.2,1,1
75.3,1,1
75.4,1,1
75.5,1,1
75.6,1,1
75.7,1,1
75.8,1,1
75.9,1,1
76.0,1,1
76.1,1,1
76.2,1,1
76.3,1,1
76.4,1,1
76.5,1,1
76.6,1,1
76.7,1,1
76.8,1,1
76.9,1,1
77.0,1,1
77.1,1,1
77.2,1,1
77.3,1,1
77.4,1,1
77.5,1,1
77.6,1,1
77.7,1,1
77.8,1,1
77.9,1,1
78.0,1,1
78.1,1,1
78.2,1,1
78.3,1,1
78.4,1,1
78.5,1,1
78.6,1,1
78.7,1,1
78.8,1,1
78.9,1,1
79.0,1,1
79.1,1,1
79.2,1,1
79.3,1,1
79.4,1,1
79.5,1,1
79.6,1,1
79.7,1,1
79.8,1,1
79.9,1,1
80.0,1,1
80.1,1,1
80.2,1,1
80.3,1,1
80.4,1,1
80.5,1,1
80.6,1,1
80.7,1,1
80.8,1,1
80.9,1,1
81.0,1,1
81.1,1,1
81.2,1,1
81.3,1,1
81.4,1,1
81.5,1,1
81.6,1,1
81.7,1,1
81.8,1,1
81.9,1,1
82.0,1,1
82.1,1,1
82.2,1,1
82.3,1,1
82.4,1,1
82.5,1,1
82.6,1,1
82.7,1,1
82.8,1,1
82.9,1,1
83.0,1,1
83.1,1,1
83.2,1,1
83.3,1,1
83.4,1,1
83.5,1,1
83.6,1,1
83.7,1,1
83.8,1,1
83.9,1,1
84.0,1,1
84.1,1,1
84.2,1,1
84.3,1,1
84.4,1,1
84.5,1,1
84.6,1,1
84.7,1,1
84.8,1,1
84.9,1,1
85.0,1,1
85.1,1,1
85.2,1,1
85.3,1,1
85.4,1,1
85.5,1,1
85.6,1,1
85.7,1,1
85.8,1,1
85.9,1,1
86.0,1,1
86.1,1,1
86.2,1,1
86.3,1,1
86.4,1,1
86.5,1,1
86.6,1,1
86.7,1,1
86.8,1,1
86.9,1,1
87.0,1,1
87.1,1,1
87.2,1,1
87.3,1,1
87.4,1,1
87.5,1,1
87.6,1,1
87.7,1,1
87.8,1,1
87.9,1,1
88.0,1,1
88.1,1,1
88.2,1,1
88.3,1,1
88.4,1,1
88.5,1,1
88.6,1,1
88.7,1,1
88.8,1,1
88.9,1,1
89.0,1,1
89.1,1,1
89.2,1,1
89.3,1,1
89.4,1,1
89.5,1,1
89.6,1,1
89.7,1,1
89.8,1,1
89.9,1,1
90.0,1,1
90.1,1,1
90.2,1,1
90.3,1,1
90.4,1,1
90.5,1,1
90.6,1,1
90.7,1,1
90.8,1,1
90.9,1,1
91.0,1,1
91.1,1,1
91.2,1,1
91.3,1,1
91.4,1,1
91.5,1,1
91.6,1,1
91.7,1,1
91.8,1,1
91.9,1,1
92.0,1,1
92.1,1,1
92.2,1,1
92.3,1,1
92.4,1,1
92.5,1,1
92.6,1,1
92.7,1,1
92.8,1,1
92.9,1,1
93.0,1,1
93.1,1,1
93.2,1,1
93.3,1,1
93.4,1,1
93.5,1,1
93.6,1,1
93.7,1,1
93.8,1,1
93.9,1,1
94.0,1,1
94.1,1,1
94.2,1,1
94.3,1,1
94.4,1,1
94.5,1,1
94.6,1,1
94.7,1,1
94.8,1,1
94.9,1,1
95.0,1,1
95.1,1,1
95.2,1,1
95.3,1,1
95.4,1,1
95.5,1,1
95.6,1,1
95.7,1,1
95.8,1,1
95.9,1,1
96.0,1,1
96.1,1,1
96.2,1,1
96.3,1,1
96.4,1,1
96.5,1,1
96.6,1,1
96.7,1,1
96.8,1,1
96.9,1,1
97.0,1,1
97.1,1,1
97.2,1,1
97.3,1,1
97.4,1,1
97.5,1,1
97.6,1,1
97.7,1,1
97.8,1,1
97.9,1,1
98.0,1,1
98.1,1,1
98.2,1,1
98.3,1,1
98.4,1,1
98.5,1,1
98.6,1,1
98.7,1,1
98.8,1,1
98.9,1,1
99.0,1,1
99.1,1,1
99.2,1,1
99.3,1,1
99.4,1,1
99.5,1,1
99.6,1,1
99.7,1,1
99.8,1,1
99.9,1,1
100.0,1,1
100.1,1,1
100.2,1,1
100.3,1,1
100.4,1,1
100.5,1,1
100.6,1,1
100.7,1,1
100.8,1,1
100.9,1,1
101.0,1,1
101.1,1,1
101.2,1,1
101.3,1,1
101.4,1,1
101.5,1,1
101.6,1,1
101.7,1,1
101.8,1,1
101.9,1,1
102.0,1,1
102.1,1,1
102.2,1,1
102.3,1,1
102.4,1,1
102.5,1,1
102.6,1,1
102.7,1,1
102.8,1,1
102.9,1,1
103.0,1,1
103.1,1,1
103.2,1,1
103.3,1,1
103.4,1,1
103.5,1,1
103.6,1,1
103.7,1,1
103.8,1,1
103.9,1,1
104.0,1,1
104.1,1,1
104.2,1,1
104.3,1,1
104.4,1,1
104.5,1,1
104.6,1,1
104.7,1,1
104.8,1,1
104.9,1,1
105.0,1,1
105.1,1,1
105.2,1,1
105.3,1,1
105.4,1,1
105.5,1,1
105.6,1,1
105.7,1,1
105.8,1,1
105.9,1,1
106.0,1,1
106.1,1,1
106.2,1,1
106.3,1,1
106.4,1,1
106.5,1,1
106.6,1,1
106.7,1,1
106.8,1,1
106.9,1,1
107.0,1,1
107.1,1,1
107.2,1,1
107.3,1,1
107.4,1,1
107.5,1,1
107.6,1,1
107.7,1,1
107.8,1,1
107.9,1,1
108.0,1,1
108.1,1,1
108.2,1,1
108.3,1,1
108.4,1,1
108.5,1,1
108.6,1,1
108.7,1,1
108.8,1,1
108.9,1,1
109.0,1,1
109.1,1,1
109.2,1,1
109.3,1,1
109.4,1,1
109.5,1,1
109.6,1,1
109.7,1,1
109.8,1,1
109.9,1,1
110.0,1,1
110.1,1,1
110.2,1,1
110.3,1,1
110.4,1,1
110.5,1,1
110.6,1,1
110.7,1,1
110.8,1,1
110.9,1,1
111.0,1,1
111.1,1,1
111.2,1,1
111.3,1,1
111.4,1,1
111.5,1,1
111.6,1,1
111.7,1,1
111.8,1,1
111.9,1,1
112.0,1,1
112.1,1,1
112.2,1,1
112.3,1,1
112.4,1,1
112.5,1,1
112.6,1,1
112.7,1,1
112.8,1,1
112.9,1,1
113.0,1,1
113.1,1,1
113.2,1,1
113.3,1,1
113.4,1,1
113.5,1,1
113.6,1,1
113.7,1,1
113.8,1,1
113.9,1,1
114.0,1,1
114.1,1,1
114.2,1,1
114.3,1,1
114.4,1,1
114.5,1,1
114.6,1,1
114.7,1,1
114.8,1,1
114.9,1,1
115.0,1,1
115.1,1,1
115.2,1,1
115.3,1,1
115.4,1,1
115.5,1,1
115.6,1,1
115.7,1,1
115.8,1,1
115.9,1,1
116.0,1,1
116.1,1,1
116.2,1,1
116.3,1,1
116.4,1,1
116.5,1,1
116.6,1,1
116.7,1,1
116.8,1,1
116.9,1,1
117.0,1,1
117.1,1,1
117.2,1,1
117.3,1,1
117.4,1,1
117.5,1,1
117.6,1,1
117.7,1,1
117.8,1,1
117.9,1,1
118.0,1,1
118.1,1,1
118.2,1,1
118.3,1,1
118.4,1,1
118.5,1,1
118.6,1,1
118.7,1,1
118.8,1,1
118.9,1,1
119.0,1,1
119.1,1,1
119.2,1,1
119.3,1,1
119.4,1,1
119.5,1,1
119.6,1,1
119.7,1,1
119.8,1,1
119.9,1,1
120.0,1,1
120.1,1,1
120.2,1,1
120.3,1,1
120.4,1,1
120.5,1,1
120.6,1,1
120.7,1,1
120.8,1,1
120.9,1,1
121.0,1,1
121.1,1,1
121.2,1,1
121.3,1,1
121.4,1,1
121.5,1,1
121.6,1,1
121.7,1,1
121.8,1,1
121.9,1,1
122.0,1,1
122.1,1,1
122.2,1,1
122.3,1,1
122.4,1,1
122.5,1,1
122.6,1,1
122.7,1,1
122.8,1,1
122.9,1,1
123.0,1,1
123.1,1,1
123.2,1,1
123.3,1,1
123.4,1,1
123.5,1,1
123.6,1,1
123.7,1,1
123.8,1,1
123.9,1,1
124.0,1,1
124.1,1,1
124.2,1,1
124.3,1,1
124.4,1,1
124.5,1,1
124.6,1,1
124.7,1,1
124.8,1,1
124.9,1,1
125.0,1,1
125.1,1,1
125.2,1,1
125.3,1,1
125.4,1,1
125.5,1,1
125.6,1,1
125.7,1,1
125.8,1,1
125.9,1,1
126.0,1,1
126.1,1,1
126.2,1,1
126.3,1,1
126.4,1,1
126.5,1,1
126.6,1,1
126.7,1,1
126.8,1,1
126.9,1,1
127.0,1,1
127.1,1,1
127.2,1,1
127.3,1,1
127.4,1,1
127.5,1,1
127.6,1,1
127.7,1,1
127.8,1,1
127.9,1,1
128.0,1,1
128.1,1,1
128.2,1,1
128.3,1,1
128.4,1,1
128.5,1,1
128.6,1,1
128.7,1,1
128.8,1,1
128.9,1,1
129.0,1,1
129.1,1,1
129.2,1,1
129.3,1,1
129.4,1,1
129.5,1,1
129.6,1,1
129.7,1,1
129.8,1,1
129.9,1,1
130.0,1,1
130.1,1,1
130.2,1,1
130.3,1,1
130.4,1,1
130.5,1,1
130.6,1,1
130.7,1,1
130.8,1,1
130.9,1,1
131.0,1,1
131.1,1,1
131.2,1,1
131.3,1,1
131.4,1,1
131.5,1,1
131.6,1,1
131.7,1,1
131.8,1,1
131.9,1,1
132.0,1,1
132.1,1,1
132.2,1,1
132.3,1,1
132.4,1,1
132.5,1,1
132.6,1,1
132.7,1,1
132.8,1,1
132.9,1,1
133.0,1,1
133.1,1,1
133.2,1,1
133.3,1,1
133.4,1,1
133.5,1,1
133.6,1,1
133.7,1,1
133.8,1,1
133.9,1,1
134.0,1,1
134.1,1,1
134.2,1,1
134.3,1,1
134.4,1,1
134.5,1,1
134.6,1,1
134.7,1,1
134.8,1,1
134.9,1,1
135.0,1,1
135.1,1,1
135.2,1,1
135.3,1,1
135.4,1,1
135.5,1,1
135.6,1,1
135.7,1,1
135.8,1,1
135.9,1,1
136.0,1,1
136.1,1,1
136.2,1,1
136.3,1,1
136.4,1,1
136.5,1,1
136.6,1,1
136.7,1,1
136.8,1,1
136.9,1,1
137.0,1,1
137.1,1,1
137.2,1,1
137.3,1,1
137.4,1,1
137.5,1,1
137.6,1,1
137.7,1,1
137.8,1,1
137.9,1,1
138.0,1,1
138.1,1,1
138.2,1,1
138.3,1,1
138.4,1,1
138.5,1,1
138.6,1,1
138.7,1,1
138.8,1,1
138.9,1,1
139.0,1,1
139.1,1,1
139.2,1,1
139.3,1,1
139.4,1,1
139.5,1,1
139.6,1,1
139.7,1,1
139.8,1,1
139.9,1,1
140.0,1,1
140.1,1,1
140.2,1,1
140.3,1,1
140.4,1,1
140.5,1,1
140.6,1,1
140.7,1,1
140.8,1,1
140.9,1,1
141.0,1,1
141.1,1,1
141.2,1,1
141.3,1,1
141.4,1,1
141.5,1,1
141.6,1,1
141.7,1,1
141.8,1,1
141.9,1,1
142.0,1,1
142.1,1,1
142.2,1,1
142.3,1,1
142.4,1,1
142.5,1,1
142.6,1,1
142.7,1,1
142.8,1,1
142.9,1,1
143.0,1,1
143.1,1,1
143.2,1,1
143.3,1,1
143.4,1,1
143.5,1,1
143.6,1,1
143.7,1,1
143.8,1,1
143.9,1,1
144.0,1,1
144.1,1,1
144.2,1,1
144.3,1,1
144.4,1,1
144.5,1,1
144.6,1,1
144.7,1,1
144.8,1,1
144.9,1,1
145.0,1,1
145.1,1,1
145.2,1,1
145.3,1,1
145.4,1,1
145.5,1,1
145.6,1,1
145.7,1,1
145.8,1,1
145.9,1,1
146.0,1,1
146.1,1,1
146.2,1,1
146.3,1,1
146.4,1,1
146.5,1,1
146.6,1,1
146.7,1,1
146.8,1,1
146.9,1,1
147.0,1,1
147.1,1,1
147.2,1,1
147.3,1,1
147.4,1,1
147.5,1,1
147.6,1,1
147.7,1,1
147.8,1,1
147.9,1,1
148.0,1,1
148.1,1,1
148.2,1,1
148.3,1,1
148.4,1,1
148.5,1,1
148.6,1,1
148.7,1,1
148.8,1,1
148.9,1,1
149.0,1,1
149.1,1,1
149.2,1,1
149.3,1,1
149.4,1,1
149.5,1,1
149.6,1,1
149.7,1,1
149.8,1,1
149.9,1,1
150.0,1,1
150.1,1,1
150.2,1,1
150.3,1,1
150.4,1,1
150.5,1,1
150.6,1,1
150.7,1,1
150.8,1,1
150.9,1,1
151.0,1,1
151.1,1,1
151.2,1,1
151.3,1,1
151.4,1,1
151.5,1,1
151.6,1,1
151.7,1,1
151.8,1,1
151.9,1,1
152.0,1,1
152.1,1,1
152.2,1,1
152.3,1,1
152.4,1,1
152.5,1,1
152.6,1,1
152.7,1,1
152.8,1,1
152.9,1,1
153.0,1,1
153.1,1,1
153.2,1,1
153.3,1,1
153.4,1,1
153.5,1,1
153.6,1,1
153.7,1,1
153.8,1,1
153.9,1,1
154.0,1,1
154.1,1,1
154.2,1,1
154.3,1,1
154.4,1,1
154.5,1,1
154.6,1,1
154.7,1,1
154.8,1,1
154.9,1,1
155.0,1,1
155.1,1,1
155.2,1,1
155.3,1,1
155.4,1,1
155.5,1,1
155.6,1,1
155.7,1,1
155.8,1,1
155.9,1,1
156.0,1,1
156.1,1,1
156.2,1,1
156.3,1,1
156.4,1,1
156.5,1,1
156.6,1,1
156.7,1,1
156.8,1,1
156.9,1,1
157.0,1,1
157.1,1,1
157.2,1,1
157.3,1,1
157.4,1,1
157.5,1,1
157.6,1,1
157.7,1,1
157.8,1,1
157.9,1,1
158.0,1,1
158.1,1,1
158.2,1,1
158.3,1,1
158.4,1,1
158.5,1,1
158.6,1,1
158.7,1,1
158.8,1,1
158.9,1,1
159.0,1,1
159.1,1,1
159.2,1,1
159.3,1,1
159.4,1,1
159.5,1,1
159.6,1,1
159.7,1,1
159.8,1,1
159.9,1,1
160.0,1,1
160.1,1,1
160.2,1,1
160.3,1,1
160.4,1,1
160.5,1,1
160.6,1,1
160.7,1,1
160.8,1,1
160.9,1,1
161.0,1,1
161.1,1,1
161.2,1,1
161.3,1,1
161.4,1,1
161.5,1,1
161.6,1,1
161.7,1,1
161.8,1,1
161.9,1,1
162.0,1,1
162.1,1,1
162.2,1,1
162.3,1,1
162.4,1,1
162.5,1,1
162.6,1,1
162.7,1,1
162.8,1,1
162.9,1,1
163.0,1,1
163.1,1,1
163.2,1,1
163.3,1,1
163.4,1,1
163.5,1,1
163.6,1,1
163.7,1,1
163.8,1,1
163.9,1,1
164.0,1,1
164.1,1,1
164.2,1,1
164.3,1,1
164.4,1,1
164.5,1,1
164.6,1,1
164.7,1,1
164.8,1,1
164.9,1,1
165.0,1,1
165.1,1,1
165.2,1,1
165.3,1,1
165.4,1,1
165.5,1,1
165.6,1,1
165.7,1,1
165.8,1,1
165.9,1,1
166.0,1,1
166.1,1,1
166.2,1,1
166.3,1,1
166.4,1,1
166.5,1,1
166.6,1,1
166.7,1,1
166.8,1,1
166.9,1,1
167.0,1,1
167.1,1,1
167.2,1,1
167.3,1,1
167.4,1,1
167.5,1,1
167.6,1,1
167.7,1,1
167.8,1,1
167.9,1,1
168.0,1,1
168.1,1,1
168.2,1,1
168.3,1,1
168.4,1,1
168.5,1,1
168.6,1,1
168.7,1,1
168.8,1,1
168.9,1,1
169.0,1,1
169.1,1,1
169.2,1,1
169.3,1,1
169.4,1,1
169.5,1,1
169.6,1,1
169.7,1,1
169.8,1,1
169.9,1,1
170.0,1,1
170.1,1,1
170.2,1,1
170.3,1,1
170.4,1,1
170.5,1,1
170.6,1,1
170.7,1,1
170.8,1,1
170.9,1,1
171.0,1,1
171.1,1,1
171.2,1,1
171.3,1,1
171.4,1,1
171.5,1,1
171.6,1,1
171.7,1,1
171.8,1,1
171.9,1,1
172.0,1,1
172.1,1,1
172.2,1,1
172.3,1,1
172.4,1,1
172.5,1,1
172.6,1,1
172.7,1,1
172.8,1,1
172.9,1,1
173.0,1,1
173.1,1,1
173.2,1,1
173.3,1,1
173.4,1,1
173.5,1,1
173.6,1,1
173.7,1,1
173.8,1,1
173.9,1,1
174.0,1,1
174.1,1,1
174.2,1,1
174.3,1,1
174.4,1,1
174.5,1,1
174.6,1,1
